Gene,Depth,Childindex,Cluster_size,n_gs_genes_in_clust,Score,gold.standard.genes.in.cluster
COQ9,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CDK16,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
DOK7,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
DGCR6,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
METTL11B,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
BVES,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NEXN,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MAPKAPK3,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TRAK1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FBXO40,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TMEM182,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
USP28,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ALPK2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
UQCRB,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HSPB3,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ITGB1BP2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ADPRHL1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MFN2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HHATL,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SYNPO2L,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NMRK2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PRKAA2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SLC25A11,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MYL12A,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FRMD3,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MLIP,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
LSMEM2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HSPB7,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PDHX,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ACYP2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ASB18,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MYO18B,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MYL2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MYL3,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CFL2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TPM1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PDE4DIP,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
DUSP27,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
LMOD2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SMPX,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
BZW2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SGCG,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
DCUN1D2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CKMT2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
S100A1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CSRP3,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HRC,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MYOM2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
XIRP1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
RNF115,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CRYAB,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ZBTB47,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HSPB8,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
DUSP3,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
DPF3,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
C3orf18,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SMARCD3,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CACNA2D3,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PRKACA,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TMEM159,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MAF1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TMOD1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CNBP,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ADHFE1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
C1QTNF9,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NIPSNAP3B,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HSPB6,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TBC1D8,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TMEM110,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
BLCAP,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
AK1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MRPL21,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ANAPC16,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HAX1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NDUFS4,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MRPS18B,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TRAP1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
POLR2J,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FAM96B,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TIMM17B,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FGGY,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SMIM19,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MRPL40,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
BHLHE41,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
DOK5,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
COPS7A,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FIS1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
EMC4,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CUEDC1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PIGY,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
RRAGD,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PAIP2B,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PTPN3,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
COBL,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ANKH,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
GPD1L,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TMLHE,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
EGLN1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MTUS1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
DMD,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
IFRD2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PLA2G12A,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
GPRC5C,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
RORC,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SIX4,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NDRG2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SIX2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
BCKDK,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TPT1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ANAPC11,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TCEB2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
BCKDHA,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
STUB1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MYEOV2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
POLR2F,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NDUFA2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ROMO1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MRPL53,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
GADD45GIP1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ARL6IP4,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
THRB,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SCRN3,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PTPN11,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ANK2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
DIP2C,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
RAB40B,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
IQSEC2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
YWHAE,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
DYNLL2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ENAM,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PLCL1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SLC25A30,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PTGR2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
DNAJC19,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PNPLA4,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
BIVM,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ANK3,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
GABARAPL1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HIPK2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FGF1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TSPAN12,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ADAMTSL2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SMPD1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
LYPLAL1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
AUH,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FN3K,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
THBS4,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MASP1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
KCNJ8,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CMC4,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NDUFA11,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NPPB,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CRYM,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MPC1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TNNI3,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ANKRD1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
LRRC10,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
RD3L,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FAM129A,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
RBM20,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FILIP1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SLC8A1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PLN,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FABP3,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
DAND5,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SCN5A,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ACTC1,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MYZAP,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TNNT2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PDE1C,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PXDNL,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MTUS2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TNNI3K,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TECRL,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
POPDC2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CASQ2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MYOZ2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FAM110B,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ZFP57,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
GABRA4,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PALM2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
LRRC49,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ST8SIA2,1,.2,8809,9,0.0010216823703031,RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
